,Order Node,Hub No.,Time of Order,Waiting Time,Time of Delivery,Time To Reach,Previous Location,Car Index,Battery Left in Car
138,42515683,12,Day 0 - 5:0:29,Day 0 - 0:48:38,Day 0 - 5:3:49,Day 0 - 0:3:20,42515065,0,1
139,1773076513,10,Day 0 - 5:0:55,Day 0 - 1:20:48,Day 0 - 5:2:12,Day 0 - 0:1:17,42437074,3,4
140,42921032,17,Day 0 - 5:2:45,Day 0 - 1:50:28,Day 0 - 5:24:25,Day 0 - 0:21:40,42898015,1,3
141,1691133701,2,Day 0 - 5:4:13,Day 0 - 0:36:24,Day 0 - 5:9:7,Day 0 - 0:4:54,42465250,4,5
142,42887537,17,Day 0 - 5:5:39,Day 0 - 1:17:44,Day 0 - 5:21:29,Day 0 - 0:15:50,42898015,2,5
143,103179971,14,Day 0 - 5:8:27,Day 0 - 0:30:31,Day 0 - 5:28:22,Day 0 - 0:19:55,298771431,4,5
144,42731712,15,Day 0 - 5:10:54,Day 0 - 1:56:19,Day 0 - 5:13:1,Day 0 - 0:2:7,42769868,2,4
145,42825132,7,Day 0 - 5:14:42,Day 0 - 1:51:20,Day 0 - 5:24:42,Day 0 - 0:10:0,42861560,2,3
146,42757257,0,Day 0 - 5:18:22,Day 0 - 1:31:7,Day 0 - 5:20:2,Day 0 - 0:1:40,42742875,2,4
147,103304152,14,Day 0 - 5:19:4,Day 0 - 1:36:30,Day 0 - 5:32:24,Day 0 - 0:13:20,103179971,3,4
148,42755099,16,Day 0 - 5:19:40,Day 0 - 0:33:48,Day 0 - 5:22:3,Day 0 - 0:2:23,42743701,0,2
149,103243980,9,Day 0 - 5:22:46,Day 0 - 0:17:34,Day 0 - 5:29:26,Day 0 - 0:6:40,103139586,3,5
150,42816289,7,Day 0 - 5:28:54,Day 0 - 0:15:21,Day 0 - 5:34:44,Day 0 - 0:5:50,42861560,3,4
151,42470844,1,Day 0 - 5:33:53,Day 0 - 0:43:55,Day 0 - 5:48:53,Day 0 - 0:15:0,42492633,0,4
152,42493756,1,Day 0 - 5:36:57,Day 0 - 1:48:33,Day 0 - 5:49:27,Day 0 - 0:12:30,42492633,1,1
153,42910160,3,Day 0 - 5:38:20,Day 0 - 0:14:12,Day 0 - 5:40:20,Day 0 - 0:2:0,42890470,4,3
154,42478438,2,Day 0 - 5:38:59,Day 0 - 1:54:7,Day 0 - 5:41:5,Day 0 - 0:2:6,1691133701,2,4
155,42737903,16,Day 0 - 5:43:45,Day 0 - 1:52:44,Day 0 - 5:48:16,Day 0 - 0:4:31,42743701,1,4
156,42877760,19,Day 0 - 5:47:7,Day 0 - 0:57:27,Day 0 - 5:57:12,Day 0 - 0:10:5,42806439,4,5
157,42442710,15,Day 0 - 5:47:24,Day 0 - 0:49:43,Day 0 - 5:51:18,Day 0 - 0:3:54,42769868,0,4
158,42860069,3,Day 0 - 5:48:40,Day 0 - 0:46:48,Day 0 - 5:51:46,Day 0 - 0:3:6,42910160,3,3
159,42735307,18,Day 0 - 5:54:22,Day 0 - 1:58:14,Day 0 - 6:3:0,Day 0 - 0:8:38,42737745,2,5
160,42524007,6,Day 0 - 5:55:20,Day 0 - 0:36:48,Day 0 - 6:6:10,Day 0 - 0:10:50,42460288,3,5
161,42479060,1,Day 0 - 5:55:31,Day 0 - 1:55:22,Day 0 - 6:5:33,Day 0 - 0:6:40,42492633,0,3
162,103879228,4,Day 0 - 5:57:4,Day 0 - 0:49:14,Day 0 - 6:2:17,Day 0 - 0:5:13,103855635,3,5
163,42828433,5,Day 0 - 5:57:35,Day 0 - 1:57:32,Day 0 - 6:24:15,Day 0 - 0:26:40,588175740,1,5
164,42463070,12,Day 0 - 5:58:1,Day 0 - 0:10:0,Day 0 - 6:7:11,Day 0 - 0:9:10,42515065,3,3
165,42475695,12,Day 0 - 6:1:6,Day 0 - 0:48:11,Day 0 - 6:16:20,Day 0 - 0:15:14,42515065,0,10
166,42858918,3,Day 0 - 6:6:55,Day 0 - 0:33:30,Day 0 - 6:12:12,Day 0 - 0:5:17,42910160,4,2
167,42473024,6,Day 0 - 6:8:20,Day 0 - 0:19:29,Day 0 - 6:22:50,Day 0 - 0:6:40,42460288,3,4
168,42503286,12,Day 0 - 6:9:0,Day 0 - 0:39:56,Day 0 - 6:14:0,Day 0 - 0:5:0,42515065,1,3
169,42809807,17,Day 0 - 6:9:37,Day 0 - 0:11:4,Day 0 - 6:20:27,Day 0 - 0:10:50,42898015,3,5
170,42432095,10,Day 0 - 6:11:24,Day 0 - 0:47:3,Day 0 - 6:12:26,Day 0 - 0:1:2,42437074,0,10
171,42430363,11,Day 0 - 6:15:16,Day 0 - 0:42:44,Day 0 - 6:16:4,Day 0 - 0:0:48,42430384,2,5
172,42743725,18,Day 0 - 6:15:55,Day 0 - 0:18:29,Day 0 - 6:20:55,Day 0 - 0:5:0,42737745,0,4
173,42434175,8,Day 0 - 6:21:14,Day 0 - 1:16:48,Day 0 - 6:23:6,Day 0 - 0:1:52,42429552,1,3
174,42438849,10,Day 0 - 6:27:58,Day 0 - 0:50:30,Day 0 - 6:32:8,Day 0 - 0:4:10,42437074,3,3
175,42476478,6,Day 0 - 6:29:59,Day 0 - 0:59:16,Day 0 - 6:34:59,Day 0 - 0:5:0,42460288,0,3
176,593300940,11,Day 0 - 6:30:45,Day 0 - 1:41:12,Day 0 - 6:34:8,Day 0 - 0:3:23,42430384,3,5
177,42821609,5,Day 0 - 6:33:36,Day 0 - 0:45:1,Day 0 - 6:35:55,Day 0 - 0:1:40,588175740,1,4
178,42512745,2,Day 0 - 6:35:44,Day 0 - 0:37:4,Day 0 - 6:42:28,Day 0 - 0:6:44,1691133701,4,4
179,42447249,10,Day 0 - 6:35:58,Day 0 - 0:23:3,Day 0 - 6:38:8,Day 0 - 0:2:10,42437074,2,2
180,42523755,2,Day 0 - 6:36:55,Day 0 - 0:43:0,Day 0 - 6:40:55,Day 0 - 0:4:0,42512745,2,3
181,42730980,16,Day 0 - 6:39:44,Day 0 - 1:26:27,Day 0 - 6:40:42,Day 0 - 0:0:58,42743701,2,5
182,42740147,13,Day 0 - 6:42:36,Day 0 - 1:56:45,Day 0 - 6:49:28,Day 0 - 0:6:52,42756259,1,4
183,42732922,15,Day 0 - 6:54:1,Day 0 - 1:36:11,Day 0 - 6:57:46,Day 0 - 0:3:45,42769868,3,5
184,42752846,18,Day 0 - 6:56:17,Day 0 - 1:23:46,Day 0 - 7:6:17,Day 0 - 0:10:0,42737745,2,4
185,103866251,4,Day 0 - 6:58:13,Day 0 - 0:42:36,Day 0 - 6:59:37,Day 0 - 0:1:24,103855635,1,4
186,103242937,9,Day 0 - 7:0:25,Day 0 - 1:28:35,Day 0 - 7:7:55,Day 0 - 0:7:30,103139586,4,5
187,42479852,12,Day 0 - 7:1:0,Day 0 - 0:39:10,Day 0 - 7:11:26,Day 0 - 0:10:26,42515065,1,2
188,42453354,16,Day 0 - 7:3:48,Day 0 - 1:34:47,Day 0 - 7:8:56,Day 0 - 0:5:8,42743701,2,4
189,60653878,13,Day 0 - 7:4:2,Day 0 - 0:21:18,Day 0 - 7:8:24,Day 0 - 0:4:22,42756259,3,5
190,42745144,18,Day 0 - 7:6:35,Day 0 - 1:56:13,Day 0 - 7:14:55,Day 0 - 0:8:20,42737745,0,3
191,42731458,18,Day 0 - 7:7:27,Day 0 - 0:39:45,Day 0 - 7:18:17,Day 0 - 0:10:50,42737745,3,5
192,42868193,7,Day 0 - 7:7:35,Day 0 - 0:14:53,Day 0 - 7:19:15,Day 0 - 0:11:40,42861560,1,2
193,42737927,16,Day 0 - 7:8:13,Day 0 - 0:52:32,Day 0 - 7:10:50,Day 0 - 0:2:37,42743701,0,1
194,598643712,17,Day 0 - 7:8:18,Day 0 - 1:37:25,Day 0 - 7:18:18,Day 0 - 0:10:0,42898015,4,5
195,42827952,3,Day 0 - 7:9:27,Day 0 - 1:11:56,Day 0 - 7:12:17,Day 0 - 0:2:50,42858918,3,2
196,42498312,3,Day 0 - 7:10:33,Day 0 - 0:30:5,Day 0 - 7:14:57,Day 0 - 0:4:24,42858918,1,4
197,482617546,19,Day 0 - 7:11:34,Day 0 - 1:3:20,Day 0 - 7:11:49,Day 0 - 0:0:15,42877760,4,4
198,42742590,18,Day 0 - 7:15:8,Day 0 - 0:40:19,Day 0 - 7:29:18,Day 0 - 0:14:10,42737745,1,3
199,42474832,12,Day 0 - 7:15:53,Day 0 - 1:26:48,Day 0 - 7:24:8,Day 0 - 0:8:15,42515065,4,3
200,42448707,10,Day 0 - 7:17:41,Day 0 - 0:20:47,Day 0 - 7:20:29,Day 0 - 0:2:48,42437074,3,2
201,1942054706,12,Day 0 - 7:19:6,Day 0 - 1:40:25,Day 0 - 7:31:6,Day 0 - 0:12:0,42474832,3,2
202,42806573,3,Day 0 - 7:20:4,Day 0 - 0:53:6,Day 0 - 7:23:32,Day 0 - 0:3:28,42858918,0,2
203,103874486,4,Day 0 - 7:20:46,Day 0 - 1:4:41,Day 0 - 7:28:16,Day 0 - 0:7:30,103855635,0,3
204,42756249,13,Day 0 - 7:21:5,Day 0 - 1:22:14,Day 0 - 7:22:39,Day 0 - 0:1:34,42756259,4,5
205,42422826,10,Day 0 - 7:23:10,Day 0 - 1:2:20,Day 0 - 7:28:20,Day 0 - 0:5:10,42437074,0,9
206,42534123,1,Day 0 - 7:24:24,Day 0 - 0:20:9,Day 0 - 7:27:44,Day 0 - 0:3:20,42492633,0,2
207,552189311,2,Day 0 - 7:24:26,Day 0 - 0:39:43,Day 0 - 7:29:38,Day 0 - 0:5:12,42512745,4,3
208,42489019,2,Day 0 - 7:24:52,Day 0 - 1:48:20,Day 0 - 7:27:8,Day 0 - 0:2:16,552189311,2,2
209,103207264,14,Day 0 - 7:27:17,Day 0 - 1:38:12,Day 0 - 7:40:37,Day 0 - 0:13:20,103179971,2,3
210,596478992,18,Day 0 - 7:29:13,Day 0 - 0:27:10,Day 0 - 7:34:13,Day 0 - 0:5:0,42737745,3,4
211,42464789,17,Day 0 - 7:29:25,Day 0 - 1:41:28,Day 0 - 7:36:46,Day 0 - 0:7:21,598643712,0,1
212,530805459,14,Day 0 - 7:31:49,Day 0 - 1:50:40,Day 0 - 7:43:29,Day 0 - 0:11:40,103179971,0,10
213,42729999,15,Day 0 - 7:33:6,Day 0 - 1:15:31,Day 0 - 7:35:20,Day 0 - 0:2:14,42769868,1,4
214,103149446,9,Day 0 - 7:34:31,Day 0 - 1:4:11,Day 0 - 7:43:41,Day 0 - 0:9:10,103242937,2,4
215,42498350,1,Day 0 - 7:35:52,Day 0 - 1:52:4,Day 0 - 8:6:54,Day 0 - 0:29:10,42492633,0,1
216,42880565,3,Day 0 - 7:37:59,Day 0 - 1:52:49,Day 0 - 7:43:18,Day 0 - 0:5:19,42858918,3,1
217,42505845,1,Day 0 - 7:40:8,Day 0 - 1:30:15,Day 0 - 8:0:58,Day 0 - 0:20:50,42492633,1,10
218,42851681,5,Day 0 - 7:44:22,Day 0 - 0:22:28,Day 0 - 7:55:12,Day 0 - 0:10:50,588175740,1,3
219,42813239,7,Day 0 - 7:49:26,Day 0 - 1:34:4,Day 0 - 7:56:6,Day 0 - 0:6:40,42861560,1,1
220,42468670,12,Day 0 - 7:53:30,Day 0 - 1:42:24,Day 0 - 8:1:50,Day 0 - 0:8:20,42474832,0,9
221,42489331,1,Day 0 - 7:55:57,Day 0 - 1:30:58,Day 0 - 8:10:7,Day 0 - 0:14:10,42492633,3,2
222,42754100,18,Day 0 - 7:56:2,Day 0 - 1:15:52,Day 0 - 8:7:42,Day 0 - 0:11:40,42737745,1,2
223,298566824,9,Day 0 - 7:58:4,Day 0 - 1:10:34,Day 0 - 8:5:34,Day 0 - 0:7:30,103242937,0,3
224,42488681,6,Day 0 - 7:58:26,Day 0 - 0:42:46,Day 0 - 8:0:56,Day 0 - 0:2:30,42460288,0,2
225,42749386,13,Day 0 - 8:1:35,Day 0 - 0:36:56,Day 0 - 8:4:55,Day 0 - 0:3:20,42756249,3,4
226,42858093,19,Day 0 - 8:2:20,Day 0 - 0:44:26,Day 0 - 8:7:2,Day 0 - 0:4:42,482617546,4,3
227,1398631321,7,Day 0 - 8:3:43,Day 0 - 1:1:9,Day 0 - 8:10:32,Day 0 - 0:6:49,42861560,4,4
228,42869389,7,Day 0 - 8:4:5,Day 0 - 1:2:12,Day 0 - 8:21:35,Day 0 - 0:17:30,1398631321,3,3
229,42756017,0,Day 0 - 8:8:8,Day 0 - 1:50:31,Day 0 - 8:13:8,Day 0 - 0:5:0,42742875,2,3
230,456346889,17,Day 0 - 8:8:38,Day 0 - 1:12:36,Day 0 - 8:13:38,Day 0 - 0:5:0,598643712,4,4
231,103883676,4,Day 0 - 8:9:9,Day 0 - 0:48:18,Day 0 - 8:14:32,Day 0 - 0:5:23,103855635,1,3
232,42464467,1,Day 0 - 8:10:29,Day 0 - 0:48:59,Day 0 - 8:15:58,Day 0 - 0:5:0,42492633,1,9
233,2757013452,17,Day 0 - 8:11:9,Day 0 - 0:41:8,Day 0 - 8:23:39,Day 0 - 0:12:30,456346889,3,4
234,42729942,16,Day 0 - 8:12:45,Day 0 - 1:29:43,Day 0 - 8:14:37,Day 0 - 0:1:52,42743701,0,10
235,42887069,7,Day 0 - 8:13:2,Day 0 - 1:46:3,Day 0 - 8:31:22,Day 0 - 0:18:20,1398631321,2,2
236,42487957,6,Day 0 - 8:13:33,Day 0 - 0:32:10,Day 0 - 8:19:23,Day 0 - 0:5:50,42460288,0,1
237,42879679,7,Day 0 - 8:14:33,Day 0 - 0:33:23,Day 0 - 8:33:52,Day 0 - 0:13:20,1398631321,4,3
238,42468024,1,Day 0 - 8:14:38,Day 0 - 0:12:4,Day 0 - 8:25:7,Day 0 - 0:5:0,42492633,3,1
239,42764354,18,Day 0 - 8:14:38,Day 0 - 1:48:30,Day 0 - 8:17:8,Day 0 - 0:2:30,42737745,2,3
240,42490781,6,Day 0 - 8:15:36,Day 0 - 0:15:12,Day 0 - 8:18:56,Day 0 - 0:3:20,42460288,2,3
241,42474514,17,Day 0 - 8:17:35,Day 0 - 1:31:36,Day 0 - 8:38:38,Day 0 - 0:15:0,456346889,4,3
242,42763602,15,Day 0 - 8:21:37,Day 0 - 0:23:40,Day 0 - 8:23:38,Day 0 - 0:2:1,42769868,1,3
243,103247314,9,Day 0 - 8:22:18,Day 0 - 1:27:9,Day 0 - 8:29:3,Day 0 - 0:6:45,103242937,2,3
244,42844635,3,Day 0 - 8:23:35,Day 0 - 1:8:54,Day 0 - 8:27:21,Day 0 - 0:3:46,42858918,0,1
245,42490008,6,Day 0 - 8:23:57,Day 0 - 1:11:56,Day 0 - 8:41:27,Day 0 - 0:17:30,42460288,1,4
246,42774152,18,Day 0 - 8:24:31,Day 0 - 0:27:44,Day 0 - 8:30:5,Day 0 - 0:5:34,42737745,4,5
247,42453156,10,Day 0 - 8:28:8,Day 0 - 0:48:52,Day 0 - 8:31:9,Day 0 - 0:3:1,42437074,4,5
248,42873418,3,Day 0 - 8:28:47,Day 0 - 1:33:6,Day 0 - 8:32:26,Day 0 - 0:3:39,42858918,3,10
249,42777970,0,Day 0 - 8:33:21,Day 0 - 0:39:19,Day 0 - 8:38:21,Day 0 - 0:5:0,42742875,1,4
250,42747869,13,Day 0 - 8:36:53,Day 0 - 0:23:59,Day 0 - 8:39:23,Day 0 - 0:2:30,42756249,1,3
251,42534244,1,Day 0 - 8:39:42,Day 0 - 0:28:44,Day 0 - 8:53:2,Day 0 - 0:13:20,42492633,1,8
252,42812653,19,Day 0 - 8:40:25,Day 0 - 0:40:32,Day 0 - 8:50:25,Day 0 - 0:10:0,42858093,0,4
253,597414815,3,Day 0 - 8:40:49,Day 0 - 0:20:14,Day 0 - 8:46:15,Day 0 - 0:3:48,42858918,3,9
254,42496107,2,Day 0 - 8:43:45,Day 0 - 1:19:51,Day 0 - 8:47:41,Day 0 - 0:3:56,552189311,3,4
255,42812044,3,Day 0 - 8:48:3,Day 0 - 1:44:56,Day 0 - 8:58:38,Day 0 - 0:10:35,42858918,4,1
256,42749625,18,Day 0 - 8:48:24,Day 0 - 0:32:8,Day 0 - 8:51:24,Day 0 - 0:3:0,42774152,4,4
257,42823702,17,Day 0 - 8:55:0,Day 0 - 1:27:23,Day 0 - 9:4:10,Day 0 - 0:9:10,42474514,1,2
258,42812425,7,Day 0 - 8:56:4,Day 0 - 1:39:12,Day 0 - 9:1:4,Day 0 - 0:5:0,42879679,4,2
259,42855677,19,Day 0 - 8:56:35,Day 0 - 0:31:44,Day 0 - 9:14:5,Day 0 - 0:17:30,42858093,3,4
260,42865337,19,Day 0 - 8:57:17,Day 0 - 1:5:4,Day 0 - 9:2:17,Day 0 - 0:5:0,42858093,1,3
261,103164812,9,Day 0 - 9:1:32,Day 0 - 1:55:37,Day 0 - 9:9:52,Day 0 - 0:8:20,103242937,1,3
262,103869067,4,Day 0 - 9:2:22,Day 0 - 0:47:45,Day 0 - 9:10:28,Day 0 - 0:8:6,103855635,4,5
263,42475874,1,Day 0 - 9:2:39,Day 0 - 1:20:39,Day 0 - 9:39:42,Day 0 - 0:36:40,42492633,1,7
264,103867692,4,Day 0 - 9:4:13,Day 0 - 0:11:25,Day 0 - 9:10:48,Day 0 - 0:6:35,103869067,2,4
265,373850892,15,Day 0 - 9:4:23,Day 0 - 1:54:1,Day 0 - 9:7:25,Day 0 - 0:3:2,42769868,0,3
266,42451540,8,Day 0 - 9:4:43,Day 0 - 0:14:22,Day 0 - 9:6:45,Day 0 - 0:2:2,42429552,0,4
267,42438684,11,Day 0 - 9:4:51,Day 0 - 0:48:20,Day 0 - 9:14:39,Day 0 - 0:9:48,42430384,4,5
268,42472607,17,Day 0 - 9:4:59,Day 0 - 0:12:39,Day 0 - 9:16:47,Day 0 - 0:11:48,42474514,3,3
269,42507961,1,Day 0 - 9:5:8,Day 0 - 1:49:37,Day 0 - 9:31:48,Day 0 - 0:26:40,42492633,2,10
270,274421907,19,Day 0 - 9:5:59,Day 0 - 0:44:33,Day 0 - 9:9:43,Day 0 - 0:3:44,42858093,4,2
271,103302688,9,Day 0 - 9:8:52,Day 0 - 1:12:29,Day 0 - 9:26:0,Day 0 - 0:17:8,103242937,2,2
272,42745703,0,Day 0 - 9:8:53,Day 0 - 1:0:32,Day 0 - 9:12:13,Day 0 - 0:3:20,42742875,1,3
273,42746142,0,Day 0 - 9:9:26,Day 0 - 1:10:17,Day 0 - 9:18:25,Day 0 - 0:8:59,42742875,2,2
274,42464388,1,Day 0 - 9:9:32,Day 0 - 1:28:13,Day 0 - 9:33:42,Day 0 - 0:24:10,42492633,4,10
275,596644864,13,Day 0 - 9:12:34,Day 0 - 0:44:14,Day 0 - 9:17:9,Day 0 - 0:4:35,42756249,0,3
276,42850956,17,Day 0 - 9:14:30,Day 0 - 1:43:57,Day 0 - 9:20:20,Day 0 - 0:5:50,42474514,0,10
277,276248333,3,Day 0 - 9:16:22,Day 0 - 0:34:35,Day 0 - 9:28:7,Day 0 - 0:11:45,42819599,0,10
278,42812236,7,Day 0 - 9:16:51,Day 0 - 0:23:10,Day 0 - 9:20:29,Day 0 - 0:3:38,42812425,0,3
279,42871591,7,Day 0 - 9:17:59,Day 0 - 0:29:1,Day 0 - 9:27:9,Day 0 - 0:9:10,42812425,4,1
280,42499696,17,Day 0 - 9:18:33,Day 0 - 1:32:0,Day 0 - 9:27:33,Day 0 - 0:9:0,42474514,4,2
281,42468495,17,Day 0 - 9:18:46,Day 0 - 1:30:27,Day 0 - 9:35:22,Day 0 - 0:8:34,42499696,3,2
282,470210562,0,Day 0 - 9:19:12,Day 0 - 0:29:47,Day 0 - 9:29:43,Day 0 - 0:7:30,42742875,1,2
283,42471940,1,Day 0 - 9:21:24,Day 0 - 0:52:9,Day 0 - 9:54:44,Day 0 - 0:33:20,42464388,0,10
284,103864689,4,Day 0 - 9:24:5,Day 0 - 1:26:11,Day 0 - 9:31:35,Day 0 - 0:7:30,103869067,2,3
285,103208136,9,Day 0 - 9:25:33,Day 0 - 1:43:4,Day 0 - 9:32:13,Day 0 - 0:6:40,103242937,0,2
286,291761911,9,Day 0 - 9:26:5,Day 0 - 1:53:15,Day 0 - 9:42:45,Day 0 - 0:16:40,103242937,3,4
287,42448338,11,Day 0 - 9:30:3,Day 0 - 1:34:58,Day 0 - 9:33:41,Day 0 - 0:3:38,42438684,2,4
288,42500542,1,Day 0 - 9:30:54,Day 0 - 0:28:52,Day 0 - 9:46:44,Day 0 - 0:15:50,42464388,3,10
289,42810195,7,Day 0 - 9:31:1,Day 0 - 0:35:28,Day 0 - 9:44:21,Day 0 - 0:13:20,42861660,2,1
290,42731887,18,Day 0 - 9:31:51,Day 0 - 1:41:5,Day 0 - 9:43:31,Day 0 - 0:11:40,42749625,1,1
291,42744988,18,Day 0 - 9:32:15,Day 0 - 1:7:51,Day 0 - 9:34:27,Day 0 - 0:2:12,42749625,0,2
292,2799547042,3,Day 0 - 9:33:42,Day 0 - 1:15:20,Day 0 - 9:40:11,Day 0 - 0:6:29,42819599,1,3
293,42782063,13,Day 0 - 9:34:17,Day 0 - 1:54:59,Day 0 - 9:37:34,Day 0 - 0:3:17,42756249,4,4
294,42731097,16,Day 0 - 9:35:32,Day 0 - 1:56:56,Day 0 - 9:39:21,Day 0 - 0:3:49,42743701,3,5
295,42477074,6,Day 0 - 9:39:50,Day 0 - 1:51:7,Day 0 - 9:46:30,Day 0 - 0:6:40,42460288,3,3
296,103858697,4,Day 0 - 9:41:15,Day 0 - 0:54:50,Day 0 - 9:47:14,Day 0 - 0:5:59,103869067,3,4
297,254228140,0,Day 0 - 9:43:46,Day 0 - 1:42:6,Day 0 - 9:54:36,Day 0 - 0:10:50,42742875,0,3
298,103860806,4,Day 0 - 9:44:27,Day 0 - 0:54:2,Day 0 - 9:53:22,Day 0 - 0:8:55,103869067,2,2
299,103866360,4,Day 0 - 9:45:45,Day 0 - 0:54:41,Day 0 - 9:48:28,Day 0 - 0:2:43,103869067,4,4
300,42472965,12,Day 0 - 9:47:9,Day 0 - 0:53:47,Day 0 - 10:7:59,Day 0 - 0:20:50,42474832,0,8
301,42426968,8,Day 0 - 9:48:0,Day 0 - 0:48:23,Day 0 - 9:49:49,Day 0 - 0:1:49,42429552,2,3
302,278222227,5,Day 0 - 9:49:27,Day 0 - 0:12:8,Day 0 - 9:50:17,Day 0 - 0:0:50,588175740,2,5
303,42760064,15,Day 0 - 9:51:27,Day 0 - 0:11:42,Day 0 - 9:53:30,Day 0 - 0:2:3,42769868,1,2
304,597324671,3,Day 0 - 9:51:44,Day 0 - 1:26:50,Day 0 - 9:55:9,Day 0 - 0:3:25,42819599,4,10
305,42500863,12,Day 0 - 9:57:11,Day 0 - 1:4:3,Day 0 - 10:1:43,Day 0 - 0:4:32,42474832,4,2
306,103867498,4,Day 0 - 9:59:4,Day 0 - 1:28:26,Day 0 - 10:4:24,Day 0 - 0:5:20,103866360,4,3
307,1398785594,7,Day 0 - 9:59:32,Day 0 - 1:50:45,Day 0 - 10:1:6,Day 0 - 0:1:34,42861660,0,2
308,42753920,16,Day 0 - 10:2:28,Day 0 - 1:46:17,Day 0 - 10:6:12,Day 0 - 0:3:44,42743701,4,5
309,42453630,11,Day 0 - 10:2:45,Day 0 - 0:47:40,Day 0 - 10:4:20,Day 0 - 0:1:35,42438684,4,4
310,42471833,2,Day 0 - 10:4:38,Day 0 - 0:33:20,Day 0 - 10:8:26,Day 0 - 0:3:48,552189311,2,1
311,42495896,3,Day 0 - 10:4:46,Day 0 - 1:48:6,Day 0 - 10:7:20,Day 0 - 0:2:34,597324671,2,2
312,103872922,9,Day 0 - 10:6:20,Day 0 - 1:10:48,Day 0 - 10:23:0,Day 0 - 0:16:40,103242937,4,4
313,42470244,17,Day 0 - 10:6:28,Day 0 - 1:15:22,Day 0 - 10:13:2,Day 0 - 0:6:34,42499696,3,1
314,2408393020,15,Day 0 - 10:7:35,Day 0 - 0:17:44,Day 0 - 10:10:47,Day 0 - 0:3:12,42769868,3,4
315,42430889,10,Day 0 - 10:9:24,Day 0 - 0:54:2,Day 0 - 10:12:25,Day 0 - 0:3:1,42453156,3,1
316,42474833,12,Day 0 - 10:10:58,Day 0 - 1:59:13,Day 0 - 10:16:26,Day 0 - 0:4:42,42500863,4,1
317,42501628,6,Day 0 - 10:13:19,Day 0 - 0:30:5,Day 0 - 10:19:59,Day 0 - 0:6:40,42460288,0,10
318,42500136,12,Day 0 - 10:13:53,Day 0 - 1:41:13,Day 0 - 10:32:12,Day 0 - 0:18:19,42477756,3,1
319,42740262,16,Day 0 - 10:15:21,Day 0 - 1:20:51,Day 0 - 10:18:45,Day 0 - 0:2:32,42753920,4,4
320,42753465,13,Day 0 - 10:16:42,Day 0 - 1:43:19,Day 0 - 10:19:24,Day 0 - 0:2:42,42782063,4,3
321,42851036,17,Day 0 - 10:17:14,Day 0 - 0:39:20,Day 0 - 10:27:59,Day 0 - 0:10:45,42499696,0,9
322,42742143,18,Day 0 - 10:18:49,Day 0 - 1:44:32,Day 0 - 10:26:19,Day 0 - 0:7:30,42749625,0,1
323,42750851,18,Day 0 - 10:20:46,Day 0 - 0:13:12,Day 0 - 10:27:26,Day 0 - 0:6:40,42749625,2,2
324,42718835,13,Day 0 - 10:23:4,Day 0 - 1:14:31,Day 0 - 10:27:24,Day 0 - 0:4:20,42753465,0,2
325,42834507,19,Day 0 - 10:26:16,Day 0 - 1:7:40,Day 0 - 10:42:56,Day 0 - 0:16:40,274421907,1,2
326,42437920,8,Day 0 - 10:27:48,Day 0 - 0:23:10,Day 0 - 10:31:9,Day 0 - 0:3:21,42429552,0,3
327,598322204,6,Day 0 - 10:28:24,Day 0 - 0:16:15,Day 0 - 10:38:24,Day 0 - 0:10:0,42460288,4,5
328,42469507,10,Day 0 - 10:28:35,Day 0 - 0:58:2,Day 0 - 10:35:33,Day 0 - 0:6:58,42453156,1,3
329,42741118,16,Day 0 - 10:31:37,Day 0 - 0:28:59,Day 0 - 10:32:29,Day 0 - 0:0:52,42740262,3,4
330,103187149,9,Day 0 - 10:34:44,Day 0 - 0:40:4,Day 0 - 10:53:54,Day 0 - 0:19:10,103872922,3,3
331,42879311,7,Day 0 - 10:34:52,Day 0 - 0:55:20,Day 0 - 10:39:26,Day 0 - 0:4:34,42861660,1,10
332,2907939233,15,Day 0 - 10:35:6,Day 0 - 1:18:1,Day 0 - 10:36:25,Day 0 - 0:1:19,42769868,2,3
333,42835611,3,Day 0 - 10:35:52,Day 0 - 0:47:31,Day 0 - 10:40:17,Day 0 - 0:4:25,597324671,3,8
334,42818808,17,Day 0 - 10:36:12,Day 0 - 0:38:49,Day 0 - 10:47:52,Day 0 - 0:11:40,42499696,1,1
335,42523195,2,Day 0 - 10:37:36,Day 0 - 0:34:50,Day 0 - 10:39:42,Day 0 - 0:2:6,552189311,0,1
336,42745546,0,Day 0 - 10:38:22,Day 0 - 1:31:59,Day 0 - 10:40:52,Day 0 - 0:2:30,42742875,3,5
337,298772638,14,Day 0 - 10:41:24,Day 0 - 0:12:46,Day 0 - 10:51:24,Day 0 - 0:10:0,103179971,0,9
338,42513686,10,Day 0 - 10:43:46,Day 0 - 1:10:15,Day 0 - 10:52:44,Day 0 - 0:7:10,42453156,1,2
339,42770004,16,Day 0 - 10:44:18,Day 0 - 0:12:16,Day 0 - 10:48:1,Day 0 - 0:3:43,42740262,4,3
340,42434259,8,Day 0 - 10:46:20,Day 0 - 1:39:35,Day 0 - 10:49:18,Day 0 - 0:2:58,42429552,2,2
341,42477759,12,Day 0 - 10:47:4,Day 0 - 0:26:13,Day 0 - 10:52:3,Day 0 - 0:1:40,42477756,4,10
